PLAYER_NAME,TEAM,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
Kyle Kuzma,WAS,Transition,Offensive,0.397,64,0.187,1.078,0.56,0.097,0.157,0.097,0.022,0.493,0.619,4.2,4.5,1.8,3.2,1.4
Brandon Ingram,NOP,Transition,Offensive,0.392,45,0.155,1.076,0.52,0.141,0.176,0.112,0.029,0.482,0.591,3.8,4.1,1.4,2.7,1.3
Paolo Banchero,ORL,Transition,Offensive,0.39,72,0.188,1.075,0.53,0.273,0.13,0.259,0.068,0.546,0.552,4.1,4.4,1.4,2.7,1.3
Kyrie Irving,BKN,Transition,Offensive,0.388,40,0.197,1.073,0.48,0.078,0.115,0.078,0.021,0.453,0.573,4.8,5.2,1.9,4.0,2.0
Julius Randle,NYK,Transition,Offensive,0.365,77,0.146,1.063,0.51,0.147,0.132,0.147,0.051,0.485,0.569,3.5,3.8,1.4,2.7,1.3
Bol Bol,ORL,Transition,Offensive,0.349,70,0.276,1.051,0.58,0.114,0.182,0.108,0.034,0.506,0.612,2.5,2.6,1.1,1.9,0.8
Kevin Huerter,SAC,Transition,Offensive,0.347,75,0.185,1.048,0.48,0.059,0.107,0.053,0.0,0.455,0.571,2.5,2.6,1.0,2.1,1.1
Terry Rozier,CHA,Transition,Offensive,0.338,64,0.202,1.046,0.48,0.119,0.098,0.112,0.035,0.477,0.547,4.5,4.7,1.8,3.6,1.9
Josh Giddey,OKC,Transition,Offensive,0.322,76,0.203,1.032,0.56,0.096,0.164,0.096,0.043,0.493,0.582,3.7,3.8,1.6,2.9,1.3
RJ Barrett,NYK,Transition,Offensive,0.318,73,0.197,1.03,0.51,0.178,0.104,0.182,0.03,0.508,0.55,4.1,4.2,1.5,3.0,1.5
Jaden Ivey,DET,Transition,Offensive,0.282,74,0.22,1.013,0.5,0.228,0.158,0.205,0.026,0.512,0.552,4.1,4.1,1.3,2.6,1.3
Luguentz Dort,OKC,Transition,Offensive,0.246,74,0.192,1.0,0.42,0.155,0.058,0.15,0.024,0.464,0.488,2.8,2.8,0.9,2.3,1.3
Scottie Barnes,TOR,Transition,Offensive,0.246,77,0.172,1.0,0.58,0.164,0.196,0.155,0.059,0.498,0.585,2.8,2.8,1.1,2.0,0.8
Keegan Murray,SAC,Transition,Offensive,0.236,80,0.236,0.995,0.39,0.082,0.039,0.077,0.024,0.401,0.5,2.6,2.6,0.9,2.3,1.4
CJ McCollum,NOP,Transition,Offensive,0.23,75,0.172,0.993,0.44,0.072,0.093,0.065,0.007,0.43,0.534,3.7,3.7,1.4,3.1,1.7
Domantas Sabonis,SAC,Transition,Offensive,0.225,79,0.136,0.989,0.62,0.22,0.247,0.204,0.043,0.511,0.631,2.4,2.3,0.8,1.4,0.5
Trae Young,ATL,Transition,Offensive,0.207,73,0.187,0.975,0.45,0.185,0.153,0.139,0.022,0.46,0.502,5.0,4.9,1.5,3.4,1.9
Dillon Brooks,MEM,Transition,Offensive,0.157,73,0.191,0.927,0.4,0.091,0.1,0.086,0.023,0.405,0.481,3.0,2.8,1.0,2.5,1.5
